"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
45245,store_0282,"31420251R14310","2011-06-13 13:32:10",Не проверен,5,,,,,
45246,store_0469,"311211R0848353","2011-06-13 13:32:38",Не проверен,5,,,,,
45247,store_0325,R0254382113145,"2011-06-13 13:32:55",Не проверен,5,,,,,
45248,store_0171,"11R35206509431","2011-06-13 13:32:59",Не проверен,5,,,,,
45249,store_076,"01R00249359123","2011-06-13 13:33:02",Не проверен,5,,,,,
45250,store_0267,"4400313R184530","2011-06-13 13:33:40",Не проверен,5,,,,,
45251,store_0339,"29R31334351401","2011-06-13 13:33:52",Не проверен,3,"Никто не предупредил, что более половины срока годности товара прошло, что особенно неприятно, учитывая кол-во товара в заказе. В других магазинах всегда об этом предупреждают. Первый заказ через приложение - разочарование.",,,"Никто не предупредил, что более половины срока годности товара прошло, что особенно неприятно, учитывая кол-во товара в заказе. В других магазинах всегда об этом предупреждают. Первый заказ через приложение - разочарование.",
45252,store_0167,"5031663516304R","2011-06-13 13:33:56",Не проверен,5,"Считаю, что нужно обеспечить данному сборщику премию троекратно. Такое отношение к каждому клиенту просто напросто удивляет. При получение заказа сразу проглядывается педантичное и ответсвеное отношение к сборке заказа. Всё великолепно стоит в пакете. Благодарю сборщика, дай бог ему здоровья, счастья, денег побольше. Я надеюсь, что таких людей как вы в нашей стране будет больше и тогда красная коммунистическая машина заведётся снова и мы снова, как раньше станем свердержавой. Удачи, вам Товарищи, удачи!❤",,,,
45253,store_047,"04305463101R41","2011-06-13 13:34:01",Не проверен,5,,,,,
45254,store_038,"41903357241R05","2011-06-13 13:34:05",Не проверен,1,,,,Без описания,
45255,store_0165,"4103804593841R","2011-06-13 13:34:08",Не проверен,4,,,,,
45256,store_0224,"1042124R433351","2011-06-13 13:34:25",Не проверен,5,,,,,
45257,store_0314,"3R105414545309","2011-06-13 13:34:50",Не проверен,5,,,,,
45258,store_0478,R1902345311560,"2011-06-13 13:35:05",Не проверен,3,"Открылась банка с огурцами слишком легко, как будто была вскрыта ранее, запах огурцов отдает рыбой. Не могу представить как такое возможно. Остальной товар на 5 звезд.",,,"Открылась банка с огурцами слишком легко, как будто была вскрыта ранее, запах огурцов отдает рыбой. Не могу представить как такое возможно. Остальной товар на 5 звезд.",
45259,store_032,"341R0116234135","2011-06-13 13:35:16",Не проверен,5,,,,,
45260,store_0191,"1853R544419013","2011-06-13 13:35:19",Не проверен,5,,,,,
45261,store_0318,"053R4310501363","2011-06-13 13:35:53",Не проверен,5,,,,,
45262,store_0177,"00R15560413536","2011-06-13 13:36:00",Не проверен,5,,,,,
45263,store_0103,"503R4346071531","2011-06-13 13:36:03",Не проверен,5,,,,,
45264,store_0294,"3R941329607814","2011-06-13 13:36:29",Не проверен,5,,,,,
45265,store_019,"38369380143R14","2011-06-13 13:36:33",Не проверен,5,,,,,
45266,store_063,"34921605113R52","2011-06-13 13:36:52",Не проверен,5,,,,,
45267,store_0165,"435R6017379061","2011-06-13 13:37:07",Не проверен,5,Спасибо большое)),,,,
45268,store_025,"95R32413418037","2011-06-13 13:37:28",Не проверен,5,,,,,
45269,store_04,"64057R31312321","2011-06-13 13:37:31",Не проверен,5,,,,,
45270,store_073,"8154304R044173","2011-06-13 13:37:40",Не проверен,4,"Рис привезли в рваной упаковке, который рассыпалсы по пакету",,,,
45271,store_0173,"1713513135044R","2011-06-13 13:37:43",Не проверен,1,"привезли почти просроченную сметану.
так же не устраивает , что нельзя уменьшать вес заказываемой продукции в корзине, по умолчанию вес от 1кг на продукцию, которая идёт упаковками от 300 гр.",,,"привезли почти просроченную сметану.
так же не устраивает , что нельзя уменьшать вес заказываемой продукции в корзине, по умолчанию вес от 1кг на продукцию, которая идёт упаковками от 300 гр.",
45272,store_067,"041914R0187343","2011-06-13 13:37:44",Не проверен,4,про яйца и шоколадку не понял,,,,
45273,store_013,"0681453175R138","2011-06-13 13:37:51",Не проверен,5,"как всегда все супер! отлично собран товар! аккуратно, свежий! все сроки в попядке! курьеры тоже всегда вежливы!",,,,
45274,store_0103,"194335117R0455","2011-06-13 13:37:55",Не проверен,5,Просьба не складывать сырое мясо с другими продуктами в одном пакете. у меня лаваш и мясо было рядом!,,,,
45275,store_0172,"20034152389R17","2011-06-13 13:38:20",Не проверен,5,Спасибо,,,,
45276,store_0216,"500915R4733136","2011-06-13 13:39:03",Не проверен,5,,,,,
45277,store_0361,"897031354713R3","2011-06-13 13:39:35",Не проверен,4,Хлеб пришёл очень мятый и поломанный в крошку,,,,
45278,store_0552,"15135R89314502","2011-06-13 13:39:51",Не проверен,5,Благодарю вас за оперативную доставку свежих продуктов!,,,,
45279,store_0396,R1004254343019,"2011-06-13 13:40:20",Не проверен,5,,,,,
45280,store_0200,"0123436400451R","2011-06-13 13:40:40",Не проверен,5,Больше спасибо магазину за быструю доставку.,,,,
45281,store_0124,"0R113441630453","2011-06-13 13:40:53",Не проверен,5,,,,,
45282,store_0432,"104310R5614085","2011-06-13 13:40:56",Не проверен,5,,,,,
45283,store_023,R5103102106144,"2011-06-13 13:41:06",Не проверен,5,,,,,
45284,store_0188,"9141141030R561","2011-06-13 13:41:10",Не проверен,1,"Не привезли свининой окорок, ради которого и делался заказ",,,"Не привезли свининой окорок, ради которого и делался заказ",
45285,store_0371,R4533016334114,"2011-06-13 13:41:53",Не проверен,1,"Просто жесть. Привезли испорченную курицу, лед в пакете протекает на другие продукты не первый раз! Это был последний мой заказ в вашем магазине",,,"Просто жесть. Привезли испорченную курицу, лед в пакете протекает на другие продукты не первый раз! Это был последний мой заказ в вашем магазине",
45286,store_0123,"4111514R504309","2011-06-13 13:41:59",Не проверен,3,"В целом по товарам все ок, принесли быстро, курьер вежливый, но сосиски пришли в рваной упоковке, прошу их заменить!!!",,,"В целом по товарам все ок, принесли быстро, курьер вежливый, но сосиски пришли в рваной упоковке, прошу их заменить!!!",
45287,store_0336,"17405249014R32","2011-06-13 13:42:04",Не проверен,5,,,,,
45288,store_0275,"78142R14053004","2011-06-13 13:42:05",Не проверен,5,,,,,
45289,store_041,"23R41437115090","2011-06-13 13:42:10",Не проверен,5,Не привезли скотч.,,,,
45290,store_0269,"25310146142R33","2011-06-13 13:42:12",Не проверен,5,,,,,
45291,store_062,"12445R53221094","2011-06-13 13:42:25",Не проверен,5,,,,,
45292,store_0321,"463R3031416284","2011-06-13 13:42:38",Не проверен,2,долгая доставка. удалили 1 позицию товара и не предложили замену,долгая доставка. удалили 1 позицию товара и не предложили замену,,долгая доставка. удалили 1 позицию товара и не предложили замену,
45293,store_0282,"035091424005R1","2011-06-13 13:42:50",Не проверен,5,,,,,
45294,store_0215,"33R53141340155","2011-06-13 13:43:15",Не проверен,5,,,,,
45295,store_0538,"01523994331R34","2011-06-13 13:43:29",Не проверен,4,привезли творог Зеленая марка со сроком годности сегодня. Неприятно.,,,,
45296,store_0426,"0084401R851342","2011-06-13 13:44:02",Не проверен,1,заказал 5 банок энергетиков драйф а прислали только 2 и 3 банки не того вообще,,,заказал 5 банок энергетиков драйф а прислали только 2 и 3 банки не того вообще,
45297,store_0181,"2114R553413704","2011-06-13 13:44:12",Не проверен,5,,,,,
45298,store_071,"05R44446431114","2011-06-13 13:44:41",Не проверен,5,,,,,
45299,store_0344,"64332041151R43","2011-06-13 13:45:34",Не проверен,5,СПАСИБО!!!,,,,
45300,store_0182,"3414143056R156","2011-06-13 13:45:41",Не проверен,5,,,,,
45301,store_0161,"62R01683544615","2011-06-13 13:46:56",Не проверен,5,,,,,
45302,store_0210,"1562143R077048","2011-06-13 13:47:20",Не проверен,5,,,,,
45303,store_0295,"516104713745R3","2011-06-13 13:47:36",Не проверен,5,,,,,
45304,store_095,"4831046417543R","2011-06-13 13:47:45",Не проверен,5,,,,,
45305,store_0202,"442703116R1854","2011-06-13 13:47:54",Не проверен,5,,,,,
45306,store_066,"4R474434910118","2011-06-13 13:48:19",Не проверен,4,"Не все в заказе, нужно было связаться для замены позиций. В целом не плохо.",,,,
45307,store_0235,"022834R4531981","2011-06-13 13:48:32",Не проверен,5,,,,,
45308,store_0413,"543103444R3188","2011-06-13 13:48:34",Не проверен,5,Очень рад спасибо,,,,
45309,store_0323,R4410251843640,"2011-06-13 13:48:42",Не проверен,3,"3 листа салата в стаканчике.",,,,
45310,store_0521,"184445036071R1","2011-06-13 13:48:57",Не проверен,5,,,,,
45311,store_063,"89413041R35054","2011-06-13 13:48:59",Не проверен,5,,,,,
45312,store_0367,R4147238970190,"2011-06-13 13:49:07",Не проверен,5,Большое спасибо сотрудникам магазина и курьеру,,,,
45313,store_0264,"330942151134R4","2011-06-13 13:49:21",Не проверен,5,,,,,
45314,store_022,R5313004912142,"2011-06-13 13:49:22",Не проверен,5,,,,,
45315,store_0407,R1140558390024,"2011-06-13 13:49:58",Не проверен,5,,,,,
45316,store_0383,"431R0162005151","2011-06-13 13:50:05",Не проверен,5,,,,,
45317,store_0239,"351001R1546447","2011-06-13 13:50:16",Не проверен,5,,,,,
45318,store_0517,"1R100324546510","2011-06-13 13:50:45",Не проверен,5,,,,,
45319,store_0461,"328165R0472410","2011-06-13 13:50:47",Не проверен,5,,,,,
45320,store_0390,"3R705114001549","2011-06-13 13:51:05",Не проверен,1,"баклажаны вот-вот сгниют, а упаковка нагетсов была открыта и повреждена",,,"баклажаны вот-вот сгниют, а упаковка нагетсов была открыта и повреждена",
45321,store_0319,"53153109516R41","2011-06-13 13:51:51",Не проверен,5,,,,,
45322,store_0406,"916420R3025114","2011-06-13 13:52:14",Не проверен,5,,,,,
45323,store_074,"98320R35063114","2011-06-13 13:52:30",Не проверен,5,"Спасибо большое за быструю доставку. 
Товары свежие. 
Курьер вежливый.",,,,
45324,store_0123,"155042113355R4","2011-06-13 13:52:35",Не проверен,5,,,,,
45325,store_0222,"543612430R1706","2011-06-13 13:52:43",Не проверен,1,продукты были запихнуты в один пакет. крышка сыра бурата порвалась и весь рассол вытек в пакет и все остальные продукты промокли((((,,,продукты были запихнуты в один пакет. крышка сыра бурата порвалась и весь рассол вытек в пакет и все остальные продукты промокли((((,
45326,store_0417,"0152431R628491","2011-06-13 13:52:49",Не проверен,5,,,,,
45327,store_0425,"085R6323141091","2011-06-13 13:53:02",Не проверен,1,"в заказе была уха по царски. ее не привезли. творог заказывал в пачке обезжиренный, а привезли с жирностью 5%. Мне это все не принципиально, но надо что то с этим делать. стоять перед курьером и проверять заказы, тоже не дело.",,,,
45328,store_0270,"40935911R35751","2011-06-13 13:53:17",Не проверен,5,,,,,
45329,store_0161,"401R2534503213","2011-06-13 13:53:22",Не проверен,3,,,,Без описания,
45330,store_0245,"1313344454R560","2011-06-13 13:53:44",Не проверен,5,спасибо большое,,,,
45331,store_0290,"140063350R0154","2011-06-13 13:54:05",Не проверен,5,"Товар доставили быстро, хорошо упакован. Срок годности устраивает полностью. Заказом довольна!",,,,
45332,store_013,"11906464R44305","2011-06-13 13:54:09",Не проверен,5,,,,,
45333,store_0203,R1232044119545,"2011-06-13 13:54:22",Не проверен,4,"Добрый день
Понравилось все кроме, яйца доставили со сроком годности 8 дней...это мне очень не понравилось !",,,,
45334,store_0407,"3303R151906549","2011-06-13 13:55:06",Не проверен,5,,,,,
45335,store_0433,"5316R005143564","2011-06-13 13:56:04",Не проверен,3,"Испорчен салат белая дача, прокис, внутри много влаги",,,,
45336,store_0482,"1120977635406R","2011-06-13 13:56:06",Не проверен,5,,,,,
45337,store_078,"05441R43261435","2011-06-13 13:56:43",Не проверен,5,,,,,
45338,store_087,"44526R67416031","2011-06-13 13:56:46",Не проверен,5,,,,,
45339,store_0119,"3167R049124561","2011-06-13 13:57:26",Не проверен,5,,,,,
45340,store_0499,"42R31073114559","2011-06-13 13:57:43",Не проверен,5,,,,,
45341,store_0487,"86150141R86823","2011-06-13 13:58:18",Не проверен,5,,,,,
45342,store_0249,"2R103568430115","2011-06-13 13:58:25",Не проверен,5,,,,,
45343,store_0177,"1004R653081374","2011-06-13 13:58:30",Не проверен,1,"В приложении на смеси указазана страна-изготовителя Нидерланды, привезли обе банки Россия. Как вернуть товар?",,,"В приложении на смеси указазана страна-изготовителя Нидерланды, привезли обе банки Россия. Как вернуть товар?",
45344,store_054,"8218R134075503","2011-06-13 13:58:32",Не проверен,1,Курьер грубый и хлопнул дверью,,,Курьер грубый и хлопнул дверью,
45345,store_0249,"14R35087260481","2011-06-13 13:58:42",Не проверен,5,,,,,
45346,store_070,"3411680R450753","2011-06-13 13:58:57",Не проверен,5,,,,,
45347,store_0335,"699513342401R7","2011-06-13 13:59:24",Не проверен,5,,,,,
45348,store_081,"4944340R511233","2011-06-13 13:59:43",Не проверен,5,,,,,
45349,store_0177,"54R75139102611","2011-06-13 13:59:51",Не проверен,5,,,,,
45350,store_0244,"0051600811R304","2011-06-13 14:00:01",Не проверен,1,"Мясо пришло непригодным к упортеблению! Всегда у вас беру Мираторг, но сегодня оно пришло во вздутой упаковке! Мясо черного цвета🤦‍♀️ Есть видео, могу направить. Прошу вернуть деньги за некачественный товар! Или доставить новый товар!",,,,
45351,store_0275,"01511413R60220","2011-06-13 14:00:12",Не проверен,4,,,,,
45352,store_0260,"09213480R25140","2011-06-13 14:00:24",Не проверен,5,,,,,
45353,store_0151,"11300560514R70","2011-06-13 14:00:51",Не проверен,5,,,,,
45354,store_0147,"60R04403517319","2011-06-13 14:00:57",Не проверен,5,,,,,
45355,store_061,"0362417034115R","2011-06-13 14:01:35",Не проверен,5,,,,,
45356,store_0456,R1400141301466,"2011-06-13 14:01:41",Не проверен,5,,,,,
45357,store_0353,"404401011R1311","2011-06-13 14:01:41",Не проверен,4,"яйца положили другой категории (с0 вместо с1), кашу вместо гречневой 4 злака, ну это как бы совсем разные вещи. и масло сливочное поменяли на другое не спросив",,,,
45358,store_0318,"1213372441004R","2011-06-13 14:01:42",Не проверен,5,,,,,
45359,store_0307,"3165027208341R","2011-06-13 14:02:28",Не проверен,4,"Жалко что лаваш без фото, я хотела другой
Доставка очень быстрая
Блинчики очень вкусные 😍",,,,
45360,store_0444,"363R0040174013","2011-06-13 14:03:07",Не проверен,5,,,,,
45361,store_0108,"0048010363R179","2011-06-13 14:03:09",Не проверен,2,"В этот раз привезли плохие помидоры, сорт перепутан, все помидоры мягкие, как после заморозки, можно весь пакет выбрасывать.",,,"В этот раз привезли плохие помидоры, сорт перепутан, все помидоры мягкие, как после заморозки, можно весь пакет выбрасывать.",
45362,store_0420,"21610354R13310","2011-06-13 14:03:16",Не проверен,5,,,,,
45363,store_0261,"861543R6303701","2011-06-13 14:03:37",Не проверен,5,Спасибо за доставку!,,,,
45364,store_0429,"11484400R24113","2011-06-13 14:04:11",Не проверен,1,просрочка,,,просрочка,
45365,store_0120,"0961R241043031","2011-06-13 14:04:12",Не проверен,5,,,,,
45366,store_048,"6691544R306201","2011-06-13 14:04:56",Не проверен,5,,,,,
45367,store_0193,"36580R42011584","2011-06-13 14:05:25",Не проверен,5,,,,,
45368,store_0465,"15506303R10244","2011-06-13 14:05:30",Не проверен,3,"доставили больше,чем нужно было и соответственно сняли ещё денег с карты!",,,"доставили больше,чем нужно было и соответственно сняли ещё денег с карты!",
45369,store_0396,"30374R70653116","2011-06-13 14:05:36",Не проверен,5,,,,,
45370,store_0261,"36426R07110012","2011-06-13 14:06:21",Не проверен,5,,,,,
45371,store_0249,"627631R0014256","2011-06-13 14:06:26",Не проверен,5,,,,,
45372,store_0477,"4914R639100366","2011-06-13 14:06:36",Не проверен,5,,,,,
45373,store_0396,"0081076215R473","2011-06-13 14:07:05",Не проверен,5,,,,,
45374,store_01,"460207R1449153","2011-06-13 14:07:25",Не проверен,5,,,,,
45375,store_0152,"4030237R415010","2011-06-13 14:07:34",Не проверен,5,,,,,
45376,store_0380,"2340R180176814","2011-06-13 14:08:12",Не проверен,5,,,,,
45377,store_068,"1817445007R139","2011-06-13 14:08:17",Не проверен,1,"Мне привезли товары которые не соответствуют моему заказу !я не заказывала губки веледа,я не закпзывала чистещее соедство санфор,я не заказывала ферри в 2 шт и я не закащывала гель для сирки meine liebe",,,"Мне привезли товары которые не соответствуют моему заказу !я не заказывала губки веледа,я не закпзывала чистещее соедство санфор,я не заказывала ферри в 2 шт и я не закащывала гель для сирки meine liebe",
45378,store_0403,"71186R08317024","2011-06-13 14:08:21",Не проверен,5,,,,,
45379,store_0181,"141338045R0120","2011-06-13 14:08:23",Не проверен,5,,,,,
45380,store_077,"4326108031512R","2011-06-13 14:08:31",Не проверен,5,Спасибо,,,,
45381,store_0138,"1013R410042481","2011-06-13 14:08:41",Не проверен,4,"Салат пожухлый и просроченный, видимо пора менять поставщика. в упаковке салата стала меньше, чем раньше, а цена такая же. Конфеты не просроченные, но по внешнему виду явно видно, что нарушены условия хранения. За подарок спасибо. Курьер очень хороший.",,,,
45382,store_0111,R7164385150905,"2011-06-13 14:08:57",Не проверен,5,,,,,
45383,store_0483,"100R6431010549","2011-06-13 14:09:00",Не проверен,1,"Добрый день, получила заказ и расстроилась. По доставке вопросов нет, все быстро. По качеству два товара плохого качества, а именно семга русское море срок ещё нормальный, но запах тухлый(( и филе куриное с подошедшим сроком, товар плохого качества, не первый раз замечаю, что у данного производителя курица портится ранее обозначенного срока, поэтому в магазине никогда не беру, а здесь сразу два товара плохого качества! прошу Вас заменить позиции или вернуть деньги. спасибо",,,,
45384,store_0378,"4510391R044100","2011-06-13 14:09:00",Не проверен,4,,,,,
45385,store_0286,"149075R0388110","2011-06-13 14:09:10",Не проверен,1,"Заказывала сливочное масло 2 шт ЭкоМиик массой 380 грамм. 
Привезли 2 шт по 180 грумм",,,"Заказывала сливочное масло 2 шт ЭкоМиик массой 380 грамм. 
Привезли 2 шт по 180 грумм",
45386,store_041,"002940123R1134","2011-06-13 14:09:13",Не проверен,5,,,,,
45387,store_0157,"261R4031009353","2011-06-13 14:09:23",Не проверен,2,"Молча удалили часть заказа,не предложив замену.Если бы предложили альтернативу-я бы выбрала.",,,"Молча удалили часть заказа,не предложив замену.Если бы предложили альтернативу-я бы выбрала.",
45388,store_051,"4731R021370396","2011-06-13 14:09:27",Не проверен,5,,,,,
45389,store_0352,"9417319R320039","2011-06-13 14:09:29",Не проверен,5,,,,,
45390,store_0507,"13R16443097540","2011-06-13 14:09:47",Не проверен,1,привезли воду 5л с дыркой и она течет,,,привезли воду 5л с дыркой и она течет,
45391,store_0262,"1140646894R230","2011-06-13 14:09:48",Не проверен,5,,,,,
45392,store_0535,"154006R3901422","2011-06-13 14:09:50",Не проверен,5,,,,,
45393,store_0465,"11260R45304110","2011-06-13 14:10:04",Не проверен,5,,,,,
45394,store_0138,"041401143135R1","2011-06-13 14:10:31",Не проверен,5,,,,,
45395,store_0105,"60478415R03161","2011-06-13 14:10:46",Не проверен,5,,,,,
45396,store_0211,"51185R35187040","2011-06-13 14:10:57",Не проверен,5,,,,,
45397,store_0110,"1303R841111106","2011-06-13 14:11:01",Не проверен,5,,,,,
45398,store_063,"144611R1110723","2011-06-13 14:11:11",Не проверен,3,"не аккуратность сборщика 3 положить виноград под молоко и кока колу. я плачу не  за плохой товара, а за качество.",,,,
45399,store_0456,"2333410R160111","2011-06-13 14:11:20",Не проверен,5,,,,,
45400,store_017,"2143419049511R","2011-06-13 14:11:29",Не проверен,2,,,,Без описания,
45401,store_0478,"461731R3116110","2011-06-13 14:11:31",Не проверен,5,"быстрая доставка  качественный товар, спасибо",,,,
45402,store_0455,"101R1431512483","2011-06-13 14:11:41",Не проверен,5,,,,,
45403,store_0559,"3112R432015209","2011-06-13 14:12:05",Не проверен,1,тесто толстое. начинка то ли горит то ли кислит то ли что,,,тесто толстое. начинка то ли горит то ли кислит то ли что,
45404,store_0248,"213042R4113019","2011-06-13 14:12:23",Не проверен,5,наконец то привезли в нормальном виде  с сохранением белой пены десерты zott,,,,
45405,store_0160,"02540R85231111","2011-06-13 14:12:25",Не проверен,5,,,,,
45406,store_0260,"012064302R1312","2011-06-13 14:13:22",Не проверен,5,,,,,
45407,store_043,"315130461R0654","2011-06-13 14:13:55",Не проверен,5,,,,,
45408,store_0358,"40630R11409116","2011-06-13 14:14:09",Не проверен,5,"Все быстро и конкретно, без заморочек.",,,,
45409,store_031,"32R15496110364","2011-06-13 14:14:29",Не проверен,5,,,,,
45410,store_0420,"201145180135R3","2011-06-13 14:15:01",Не проверен,5,,,,,
45411,store_063,R4201316201060,"2011-06-13 14:16:22",Не проверен,5,,,,,
45412,store_062,"369130415R5101","2011-06-13 14:16:31",Не проверен,5,,,,,
45413,store_0412,"0R713651106493","2011-06-13 14:16:39",Не проверен,5,,,,,
45414,store_0224,"610R8410413147","2011-06-13 14:17:04",Не проверен,5,,,,,
45415,store_065,"7113166532R104","2011-06-13 14:17:12",Не проверен,5,,,,,
45416,store_078,"71307R41511071","2011-06-13 14:17:17",Не проверен,5,,,,,
45417,store_0282,"0873411117301R","2011-06-13 14:17:18",Не проверен,5,,,,,
45418,store_0249,"736110R4284115","2011-06-13 14:17:24",Не проверен,5,,,,,
45419,store_0441,"8743R141310954","2011-06-13 14:17:58",Не проверен,4,батон не свежий привезли. Вчерашний.,,,,
45420,store_072,"11R51841608003","2011-06-13 14:18:10",Не проверен,2,"Некоторые товары были верной фирмв, но не того вида который был выбран и необходим. И никто даже не связался и не оповестил о замене",,,,
45421,store_0370,"38401R11726613","2011-06-13 14:18:26",Не проверен,5,,,,,
45422,store_0195,"1131430873R938","2011-06-13 14:18:39",Не проверен,4,,,,,
45423,store_0385,"15193108251R40","2011-06-13 14:19:20",Не проверен,5,,,,,
45424,store_0425,"320871104R1591","2011-06-13 14:19:21",Не проверен,5,,,,,
45425,store_0283,"103143858194R7","2011-06-13 14:19:47",Не проверен,5,Доставили все вовремя и все позиции были в заказе,,,,
45426,store_0392,"431220107700R0","2011-06-13 14:20:07",Не проверен,5,,,,,
45427,store_0407,"51290300327R41","2011-06-13 14:20:07",Не проверен,5,,,,,
45428,store_063,"8018152R402093","2011-06-13 14:20:29",Не проверен,5,Перепутали одну из позиций,,,,
45429,store_0301,"2613R321400641","2011-06-13 14:20:41",Не проверен,5,спасибо за доставку. очень быстро доставили . заказ полностью пришёл. были маленькие изменения по весу.,,,,
45430,store_054,"32136513015R24","2011-06-13 14:21:23",Не проверен,5,,,,,
45431,store_0215,"3R503143240161","2011-06-13 14:21:30",Не проверен,5,,,,,
45432,store_0537,"11237R07180044","2011-06-13 14:21:48",Не проверен,5,,,,,
45433,store_0409,"45151631206R07","2011-06-13 14:21:56",Не проверен,5,,,,,
45434,store_040,"0211R143271125","2011-06-13 14:22:12",Не проверен,5,,,,,
45435,store_0125,"5511953212R410","2011-06-13 14:22:15",Не проверен,3,У меня в,,,,
45436,store_0154,"620615R1226346","2011-06-13 14:22:25",Не проверен,5,,,,,
45437,store_0275,"83518205R84213","2011-06-13 14:22:58",Не проверен,5,,,,,
45438,store_0221,"1215823124057R","2011-06-13 14:22:58",Не проверен,5,,,,,
45439,store_0273,R1128302036441,"2011-06-13 14:23:01",Не проверен,1,плохо. 3 упаковки гречки оказались испачканы в жидком мыле. теперь гречка на выброс. ужасно. не надо класть сыпучие продукты и химические товары в один пакет,,,плохо. 3 упаковки гречки оказались испачканы в жидком мыле. теперь гречка на выброс. ужасно. не надо класть сыпучие продукты и химические товары в один пакет,
45440,store_0293,"2016463314161R","2011-06-13 14:23:11",Не проверен,5,,,,,
45441,store_069,"2R112733600411","2011-06-13 14:23:12",Не проверен,5,,,,,
45442,store_0485,"3262R114017133","2011-06-13 14:23:13",Не проверен,5,,,,,
45443,store_0486,"7416240133530R","2011-06-13 14:23:37",Не проверен,1,"добрый день, у меня опять нет в заказе томатов и малоежки.....Я всё понимаю, что большой заказ но это просто СВИНСТВ0",,,,
45444,store_0121,"9121844645R330","2011-06-13 14:24:53",Не проверен,5,Спасибо за работу ),,,,
45445,store_0199,"3145415054R625","2011-06-13 14:24:54",Не проверен,2,,,,Без описания,
45446,store_0235,"45R65462014713","2011-06-13 14:24:56",Не проверен,5,,,,,
45447,store_0503,"0245530175R316","2011-06-13 14:25:50",Не проверен,5,,,,,
45448,store_038,R7840721632133,"2011-06-13 14:26:38",Не проверен,5,,,,,
45449,store_0132,"617488161R0521","2011-06-13 14:26:58",Не проверен,1,"Заказывали семгу охлажленную и чищенную, а привезли мороженную и не чищенную. Брала продукты для рекламы - очень жаль",,,"Заказывали семгу охлажленную и чищенную, а привезли мороженную и не чищенную. Брала продукты для рекламы - очень жаль",
45450,store_0350,"31R46115121990","2011-06-13 14:29:11",Не проверен,5,,,,,
45451,store_0130,"4236R474901461","2011-06-13 14:29:44",Не проверен,1,Вместо молока поивезли творог,,,,
45452,store_0504,"21635334519R10","2011-06-13 14:29:53",Не проверен,5,,,,,
45453,store_0204,"152567949316R0","2011-06-13 14:29:56",Не проверен,5,,,,,
45454,store_0404,"4310610060R153","2011-06-13 14:30:06",Не проверен,5,,,,,
45455,store_057,"84301R66193131","2011-06-13 14:31:13",Не проверен,5,,,,,
45457,store_0144,"43437R10189451","2011-06-13 14:31:49",Не проверен,5,,,,,
45458,store_0323,"356143011904R4","2011-06-13 14:31:49",Не проверен,3,"Добрый день, 

Во второй раз не предложили замену товара (творог), более того при просмотре стоял статус ""много"".",,,"Добрый день, 

Во второй раз не предложили замену товара (творог), более того при просмотре стоял статус ""много"".",
45459,store_0362,"5301R114436620","2011-06-13 14:32:06",Не проверен,4,,,,,
45460,store_0314,"342540R1219230","2011-06-13 14:32:20",Не проверен,2,"удалили товар целиком даже не спросив о замене, хотя отметила спросить и заменить, если нет нужного товара",,,,
45461,store_0367,"9125163320R647","2011-06-13 14:32:27",Не проверен,5,,,,,
45462,store_0201,"0332R314731170","2011-06-13 14:32:33",Не проверен,5,,,,,
45463,store_0445,"1R707149336442","2011-06-13 14:32:44",Не проверен,5,,,,,
45464,store_0457,R3220138043691,"2011-06-13 14:33:02",Не проверен,5,,,,,
45465,store_0231,"03511534R38925","2011-06-13 14:33:25",Не проверен,5,,,,,
45466,store_0247,"631R6023156431","2011-06-13 14:33:26",Не проверен,5,бонус понравился,,,,
45467,store_0185,R6067144233513,"2011-06-13 14:33:45",Не проверен,5,,,,,
45468,store_021,R3923947043511,"2011-06-13 14:33:59",Не проверен,5,,,,,
45469,store_0165,"450479531173R4","2011-06-13 14:34:54",Не проверен,5,,,,,
45470,store_025,"31R07403455941","2011-06-13 14:34:54",Не проверен,5,,,,,
45471,store_0112,"516R4110358454","2011-06-13 14:35:55",Не проверен,1,Не привезли в заказе соус терияки,,,Не привезли в заказе соус терияки,
45472,store_0218,R1313314380961,"2011-06-13 14:36:13",Не проверен,5,,,,,
45473,store_0111,"28903R13426361","2011-06-13 14:36:23",Не проверен,5,,,,,
45474,store_0526,"91073415654R83","2011-06-13 14:36:45",Не проверен,1,Не привезли мясо свинины!,,,Не привезли мясо свинины!,
45475,store_0232,"3567319219R410","2011-06-13 14:36:51",Не проверен,5,,,,,
45476,store_04,"414037R3770713","2011-06-13 14:37:07",Не проверен,5,,,,,
45477,store_0417,"4097413732217R","2011-06-13 14:37:42",Не проверен,5,,,,,
45478,store_0486,"66R34513170497","2011-06-13 14:37:45",Не проверен,4,"2 яйца разбито из 10
Виноград гнилой местами",,,,
45479,store_028,"383910R0421646","2011-06-13 14:38:04",Не проверен,5,Спасибо большое. Все пришло целое.,,,,
45480,store_0414,"847014170R4393","2011-06-13 14:38:49",Не проверен,5,,,,,
45481,store_0286,"3011512653R438","2011-06-13 14:38:51",Не проверен,5,Отлично. Быстро и качественно. Спасибо .,,,,
45482,store_0325,"115R2084843530","2011-06-13 14:38:54",Не проверен,4,,,,,
45483,store_0136,"321493R1546007","2011-06-13 14:39:02",Не проверен,5,,,,,
